ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
2881,Skoda,Rapid 1.5 TDI AT Elegance,2016,46630,Diesel,Automatic,1,1498,103.52,5,21.66
2882,Ford,Figo Aspire 1.5 TDCi Trend,2016,72566,Diesel,Manual,1,1498,99,5,25.83
2883,Tata,Venture EX,2011,51482,Diesel,Manual,1,1405,70,8,15.42
2884,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2011,90000,Diesel,Automatic,1,2143,167.62,5,14.84
2885,Toyota,Fortuner 4x2 Manual,2014,69000,Diesel,Manual,2,2982,168.5,7,13
2886,Honda,City 1.5 V MT,2011,90000,Petrol,Manual,2,1497,118,5,17
2887,Hyundai,i20 Asta Option 1.2,2015,39000,Petrol,Manual,1,1197,81.83,5,18.6
2888,Volkswagen,Vento Diesel Trendline,2012,110000,Diesel,Manual,2,1598,103.6,5,20.54
2889,Ford,Endeavour 2.5L 4X2 MT,2011,68022,Diesel,Manual,1,2499,141,7,13.1
2890,Ford,EcoSport 1.5 Petrol Titanium Plus AT,2018,27852,Petrol,Automatic,1,1497,121.36,5,14.8
2891,Maruti,Swift VDI BSIV,2013,58291,Diesel,Manual,1,1248,,5,17.8
2892,Hyundai,i20 Sportz Diesel,2011,68439,Diesel,Manual,1,1396,90,5,23
2893,Toyota,Innova 2.5 VX (Diesel) 8 Seater,2011,150000,Diesel,Manual,1,2494,100.6,8,12.99
2894,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,14000,Diesel,Manual,1,1497,108.5,5,21.5
2895,Ford,Figo Diesel Titanium,2012,71558,Diesel,Manual,1,1399,68.05,5,20
2896,Porsche,Panamera Diesel,2013,48000,Diesel,Automatic,2,2967,300,4,17.85
2897,Hyundai,Creta 1.6 CRDi AT SX Plus,2015,65800,Diesel,Automatic,1,1582,126.2,5,17.01
2898,Audi,A4 2.0 TDI Multitronic,2014,53000,Diesel,Automatic,1,1968,140,5,16.55
2899,Mahindra,XUV500 W8 4WD,2017,14600,Diesel,Manual,1,2179,140,7,16
2900,Isuzu,MUX 4WD,2017,34429,Diesel,Automatic,1,2999,174.57,7,13.8
2901,Maruti,Swift Dzire VDI,2014,52000,Diesel,Manual,1,1248,74,5,23.4
2902,Maruti,Ciaz ZXi,2015,25470,Petrol,Manual,1,1373,91.1,5,20.73
2903,Hyundai,EON Era Plus,2013,22000,Petrol,Manual,1,814,55.2,5,21.1
2904,Mercedes-Benz,E-Class 280 CDI,2007,75000,Diesel,Automatic,1,2987,198.5,5,11
2905,BMW,5 Series 2003-2012 520d,2011,95995,Diesel,Automatic,1,1995,177,5,18.48
2906,Hyundai,Grand i10 1.2 CRDi Sportz Option,2017,26877,Diesel,Manual,1,1186,73.97,5,24
2907,Jaguar,XJ 3.0L Portfolio,2015,26000,Diesel,Automatic,1,2993,301.73,5,14.47
2908,Maruti,Swift Ldi BSIII,2007,140000,Diesel,Manual,2,1248,75,5,17.8
2909,Hyundai,Santro Xing GLS,2008,95291,Petrol,Manual,1,1086,62.1,5,17.92
2910,Toyota,Innova 2.5 V Diesel 8-seater,2009,135000,Diesel,Manual,2,2494,102,8,12.8
2911,Hyundai,i20 Sportz 1.2,2015,32000,Petrol,Manual,1,1197,81.83,5,18.6
2912,Mercedes-Benz,E-Class 280 CDI,2008,68333,Diesel,Automatic,2,2987,198.5,5,11
2913,Ford,Figo Diesel ZXI,2011,72000,Diesel,Manual,1,1399,68,5,20
2914,Toyota,Corolla Altis 1.4 DG,2012,52100,Diesel,Manual,1,1364,86.79,5,21.43
2915,Hyundai,Grand i10 1.2 Kappa Sportz,2018,10000,Petrol,Manual,1,1197,81.86,5,18.9
2916,Jeep,Compass 2.0 Limited 4X4,2019,6261,Diesel,Manual,1,1956,170,5,16.3
2917,Maruti,Ignis 1.2 AMT Alpha,2019,3906,Petrol,Automatic,1,1197,81.8,5,20.89
2918,Toyota,Fortuner 3.0 Diesel,2014,55960,Diesel,Manual,1,2982,171,7,11.5
2919,Volkswagen,Vento Diesel Highline,2013,144000,Diesel,Manual,1,1598,103.6,5,20.54
2920,Toyota,Innova Crysta 2.4 VX MT,2017,38000,Diesel,Manual,1,2393,147.8,7,13.68
2921,Ford,Figo Diesel Celebration Edition,2013,51000,Diesel,Manual,1,1399,68.1,5,20
2922,Toyota,Platinum Etios 1.4 GXD,2015,150000,Diesel,Manual,1,1364,67.05,5,23.59
2923,Mahindra,Thar DI 4X4,2018,2500,Diesel,Manual,1,2523,63,7,18.06
2924,Land Rover,Range Rover HSE Dynamic,2018,41661,Diesel,Automatic,1,2179,187.7,5,12.7
2925,BMW,3 Series 320d Highline,2011,64000,Diesel,Automatic,1,1995,181,5,16.07
2926,Hyundai,Accent GLS,2008,80000,Petrol,Manual,2,1495,94,5,13.2
2927,Maruti,Celerio ZXI AT,2016,30000,Petrol,Automatic,2,998,67.04,5,23.1
2928,Jaguar,XF 2.2 Litre Luxury,2014,43000,Diesel,Automatic,2,2179,187.7,5,16.36
2929,Audi,A6 2.7 TDI,2013,90000,Diesel,Automatic,2,2698,179.5,5,12.4
2930,Nissan,Micra Diesel XV,2011,123880,Diesel,Manual,1,1461,63.1,5,23.08
2931,Honda,Amaze S i-Vtech,2015,42000,Petrol,Manual,2,1198,86.7,5,18
2932,Renault,Duster 85PS Diesel RxL Option,2012,79824,Diesel,Manual,1,1461,83.8,5,19.87
2933,Toyota,Innova 2.5 G (Diesel) 8 Seater,2015,75000,Diesel,Manual,1,2494,100.6,8,12.99
2934,Honda,Amaze E i-Vtech,2014,72411,Petrol,Manual,1,1198,86.7,5,18
2935,Mercedes-Benz,New C-Class C 250 CDI Elegance,2012,63000,Diesel,Automatic,1,2143,204,5,14.94
2936,Toyota,Etios Liva G,2015,53713,Petrol,Manual,1,1197,78.9,5,17.71
2937,Toyota,Innova Crysta 2.8 GX AT 8S,2017,18000,Diesel,Automatic,1,2755,171.5,8,11.36
2938,Mercedes-Benz,New C-Class 200 CDI Elegance,2013,51000,Diesel,Manual,1,2148,170,5,15.8
2939,Maruti,Swift VXI BSIII,2008,86700,Petrol,Manual,2,1298,88.2,5,16.1
2940,Maruti,Baleno Alpha 1.3,2016,29000,Diesel,Manual,1,1248,74,5,27.39
2941,Hyundai,Santro Xing GL Plus LPG,2014,56000,LPG,Manual,1,1086,62.1,5,24.91
2942,Maruti,Celerio VXI AT,2015,33000,Petrol,Automatic,1,998,67.04,5,23.1
2943,Ford,Ecosport 1.5 DV5 MT Ambiente,2014,64394,Diesel,Manual,1,1498,89.84,5,22.7
2944,Tata,Manza Aura Quadrajet,2010,76000,Diesel,Manual,1,1248,90,5,18.8
2945,Honda,Jazz 1.5 SV i DTEC,2016,48719,Diesel,Manual,1,1498,98.6,5,27.3
2946,Mahindra,XUV500 W8 2WD,2016,59711,Diesel,Manual,1,2179,140,7,15.1
2947,Nissan,Micra Diesel XV Premium,2012,83000,Diesel,Manual,1,1461,63.1,5,23.08
2948,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,2018,10714,Diesel,Automatic,1,2143,167.62,5,19.27
2949,Tata,Manza Aura Plus Quadrajet BS IV,2010,127510,Diesel,Manual,2,1248,90,5,19
2950,Maruti,Swift VDI,2014,35010,Diesel,Manual,1,1248,74,5,22.9
2951,Maruti,Swift Dzire 1.2 Lxi BSIV,2012,75451,Petrol,Manual,1,1197,85.8,5,17.5
2952,Tata,Indigo eCS LS (TDI) BS-III,2015,83000,Diesel,Manual,1,1405,69.01,5,19.09
2953,Honda,Amaze S i-Dtech,2013,38755,Diesel,Manual,1,1498,98.6,5,25.8
2954,Maruti,Swift VXI BSIV,2016,30000,Petrol,Manual,1,1197,81.8,5,20.4
2955,Maruti,Ertiga ZDI,2012,40000,Diesel,Manual,1,1248,88.8,7,20.77
2956,Hyundai,Grand i10 Era,2014,19500,Petrol,Manual,2,1197,82,5,18.9
2957,Nissan,Micra Active XV,2016,41000,Petrol,Manual,1,1198,67.04,5,19.69
2958,Hyundai,Grand i10 Asta Option,2014,30000,Petrol,Manual,2,1197,82,5,18.9
2959,Jeep,Compass 2.0 Sport,2017,37000,Diesel,Manual,1,1956,170,5,17.1
2960,Volkswagen,Polo Diesel Comfortline 1.2L,2014,62000,Diesel,Manual,2,1199,73.9,5,22.07
2961,Honda,Amaze S AT i-Vtech,2015,42023,Petrol,Automatic,1,1198,86.7,5,15.5
2962,BMW,X3 xDrive20d Advantage Edition,2012,51001,Diesel,Automatic,1,1995,184,5,16.09
2963,BMW,3 Series 320d Luxury Line,2017,55389,Diesel,Automatic,1,1995,184,5,18.88
2964,Honda,City V AT,2014,46728,Petrol,Automatic,1,1497,116.3,5,15.6
2965,Mahindra,Ssangyong Rexton RX5,2014,58995,Diesel,Manual,1,2696,162,7,12.83
2966,Maruti,Swift Dzire LDI,2015,37857,Diesel,Manual,1,1248,74,5,26.59
2967,Maruti,Swift VDI BSIV,2014,71000,Diesel,Manual,1,1248,74,5,25.2
2968,Honda,Brio S Option MT,2012,49024,Petrol,Manual,1,1198,86.8,5,18.4
2969,Hyundai,Grand i10 Sportz,2016,10770,Petrol,Manual,1,1197,82,5,18.9
2970,Tata,Zest Quadrajet 1.3 75PS XM,2017,72000,Diesel,Manual,1,1248,74,5,22.95
2971,Hyundai,EON Era Plus,2015,91000,Petrol,Manual,1,814,55.2,5,21.1
2972,Hyundai,i20 1.2 Spotz,2017,14000,Petrol,Manual,1,1197,81.83,5,18.6
2973,Volvo,S60 D4 KINETIC,2014,48000,Diesel,Automatic,2,1984,181,5,9
2974,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,75136,Diesel,Manual,1,1498,89.84,5,22.7
2975,Maruti,Ritz VXI,2014,32500,Petrol,Manual,2,1197,85.8,5,21.1
2976,Hyundai,i20 1.4 CRDi Magna,2010,94500,Diesel,Manual,2,1396,90,5,21.9
2977,Maruti,Dzire VXI,2013,34900,Petrol,Manual,1,1197,81.8,5,22
2978,Porsche,Panamera 2010 2013 4S,2010,42400,Petrol,Automatic,3,4806,394.3,4,8
2979,Maruti,Swift VDi BSIII W/ ABS,2015,50000,Diesel,Manual,1,1248,75,5,17.8
2980,Honda,Brio S MT,2014,35000,Petrol,Manual,1,1198,86.8,5,19.4
2981,Chevrolet,Beat LS,2012,37000,Petrol,Manual,2,1199,79.4,5,18.6
2982,Hyundai,Creta 1.6 SX Plus Petrol Automatic,2018,32807,Petrol,Automatic,1,1591,121.3,5,13
2983,Honda,City ZX GXi,2008,119000,Petrol,Manual,2,1497,78,5,17.7
2984,Maruti,Ritz LXi,2016,12000,Petrol,Manual,1,1197,85.8,5,18.5
2985,Ford,EcoSport 1.5 TDCi Trend,2016,46727,Diesel,Manual,1,1498,98.59,5,22.77
2986,BMW,3 Series 320d,2010,73336,Diesel,Automatic,1,1995,170,5,13.2
2987,Hyundai,Verna 1.6 SX VTVT,2014,9000,Petrol,Manual,2,1591,121.3,5,17.01
2988,Toyota,Innova 2.5 G4 Diesel 8-seater,2005,240000,Diesel,Manual,4,2494,102,8,12.8
2989,Maruti,Wagon R LXI,2014,25422,Petrol,Manual,1,998,67.04,5,22.5
2990,Maruti,Ertiga VDI,2018,14000,Diesel,Manual,1,1248,88.5,7,25.47
2991,Maruti,Alto LXi BSIII,2008,66000,Petrol,Manual,1,796,46.3,5,19.7
2992,Maruti,A-Star Vxi,2010,55324,Petrol,Manual,1,998,66.1,5,19
2993,BMW,X5 3.0d,2009,90000,Diesel,Automatic,1,2993,235,5,11
2994,Mahindra,KUV 100 G80 K6 Plus 5Str,2017,43000,Petrol,Manual,1,1198,82,5,18.15
2995,Hyundai,i10 Magna AT,2008,58483,Petrol,Automatic,2,1197,80,5,19.2
2996,Honda,Civic 2006-2010 1.8 S AT,2007,93000,Petrol,Automatic,2,1799,130,5,12.9
2997,Hyundai,i10 Sportz 1.2,2010,50000,Petrol,Manual,1,1197,78.9,5,20.36
2998,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2014,78616,Diesel,Automatic,2,2143,170,5,14.84
2999,Toyota,Etios G,2011,37000,Petrol,Manual,1,1496,88.73,5,17.6
3000,Honda,City 1.5 E MT,2010,54801,Petrol,Manual,1,1497,118,5,17
3001,Maruti,Swift Dzire VDI,2014,29000,Diesel,Manual,1,1248,74,5,23.4
3002,Maruti,Swift VXI,2010,68000,Petrol,Manual,1,1197,81.8,5,22
3003,Hyundai,Verna 1.6 EX VTVT,2014,58000,Petrol,Manual,1,1591,121.3,5,17.01
3004,Maruti,Ritz VDi,2012,64290,Diesel,Manual,1,1248,73.94,5,23.2
3005,Toyota,Fortuner 4x2 Manual,2015,31000,Diesel,Manual,1,2982,168.5,7,13
3006,Jeep,Compass 2.0 Limited,2018,16039,Diesel,Manual,1,1956,170,5,17.1
3007,Hyundai,i20 Asta Option 1.2,2017,19860,Petrol,Manual,1,1197,81.83,5,18.6
3008,Maruti,Wagon R LXI CNG,2014,48500,CNG,Manual,2,998,58.16,5,26.6
3009,Tata,New Safari DICOR 2.2 EX 4x4 BS IV,2012,75391,Diesel,Manual,1,2179,138,7,13.93
3010,Maruti,Swift Dzire LDi,2008,78000,Diesel,Manual,2,1248,73.9,5,19.3
3011,Tata,Indigo eCS eLS BS IV,2016,78000,Diesel,Manual,1,1396,69.01,5,25
3012,Maruti,Swift LDI,2016,52000,Diesel,Manual,1,1248,74,5,28.4
3013,Maruti,Celerio VXI AT,2016,30000,Petrol,Automatic,1,998,67.04,5,23.1
3014,BMW,5 Series 2013-2017 530d M Sport,2016,19254,Diesel,Automatic,1,2993,258,5,14.69
3015,Volkswagen,Polo 1.2 MPI Highline,2015,29651,Petrol,Manual,1,1198,74,5,16.47
3016,Tata,Safari DICOR 2.2 LX 4x2,2011,80000,Diesel,Manual,1,2179,138.03,7,13.93
3017,Mini,Cooper S Carbon Edition,2018,2971,Petrol,Automatic,1,1598,181,4,13.6
3018,Ford,Figo Petrol Titanium,2015,21400,Petrol,Manual,1,1196,70,5,15.6
3019,Honda,City i DTEC V,2015,77000,Diesel,Manual,1,1498,98.6,5,26
3020,Hyundai,Tucson CRDi,2006,80000,Diesel,Manual,2,1991,112,7,12.6
3021,Skoda,Laura Ambiente 2.0 TDI CR MT,2013,81755,Diesel,Manual,1,1968,108.5,5,20
3022,Toyota,Fortuner 3.0 Diesel,2016,99593,Diesel,Manual,1,2982,171,7,11.5
3023,Hyundai,Verna 1.6 SX,2014,39791,Diesel,Manual,1,1582,126.32,5,22.32
3024,Mahindra,XUV500 W6 2WD,2015,113000,Diesel,Manual,1,2179,140,7,15.1
3025,Renault,KWID RXT,2017,24000,Petrol,Manual,1,799,53.3,5,25.17
3026,Hyundai,i20 Asta 1.2,2015,39000,Petrol,Manual,2,1197,81.83,5,18.6
3027,Honda,City V AT,2012,37000,Petrol,Automatic,1,1497,116.3,5,15.6
3028,Ford,Endeavour 3.2 Titanium AT 4X4,2017,61108,Diesel,Automatic,1,3198,197,7,10.91
3029,Skoda,Superb Elegance 1.8 TSI AT,2016,61648,Petrol,Automatic,1,1798,157.75,5,13.7
3030,BMW,3 Series 320d Sport,2012,37000,Diesel,Automatic,3,1995,190,5,22.69
3031,Maruti,Ertiga VXI CNG,2013,53000,CNG,Manual,1,1373,80.9,7,22.8
3032,Maruti,Ritz LDi,2013,65000,Diesel,Manual,1,1248,73.94,5,23.2
3033,Hyundai,Santro Xing XP,2005,120000,Petrol,Manual,1,1086,,5,0
3034,Toyota,Fortuner 3.0 Diesel,2011,148009,Diesel,Manual,2,2982,171,7,11.5
3035,Maruti,Swift Lxi BSIII,2009,53001,Petrol,Manual,1,1298,88.2,5,16.1
3036,Tata,Tigor 1.2 Revotron XT,2018,22345,Petrol,Manual,1,1199,84,5,20.3
3037,Honda,City i VTEC CVT VX,2015,50000,Petrol,Automatic,1,1497,117.3,5,18
3038,BMW,3 Series 320d,2013,48183,Diesel,Automatic,1,1995,170,5,13.2
3039,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,2010,93000,Diesel,Automatic,2,2143,203,5,14.21
3040,Maruti,Swift VDI,2015,53500,Diesel,Manual,1,1248,74,5,28.4
3041,Maruti,Ertiga VXI,2014,17585,Petrol,Manual,1,1373,93.7,7,16.02
3042,Hyundai,Verna 1.6 VTVT,2011,36226,Petrol,Manual,1,1591,121.3,5,17.01
3043,Land Rover,Discovery Sport TD4 HSE,2019,25899,Diesel,Automatic,1,2179,147.5,5,12.63
3044,Hyundai,Santro Xing GL,2009,60170,Petrol,Manual,1,1086,62,5,0
3045,Mercedes-Benz,New C-Class C 220 CDI Style,2017,11200,Diesel,Automatic,1,2143,167.62,5,19.27
3046,Hyundai,i10 Magna 1.2,2017,49045,Petrol,Manual,1,1197,78.9,5,20.36
3047,Volkswagen,Polo Diesel Comfortline 1.2L,2012,45000,Diesel,Manual,1,1199,73.9,5,22.07
3048,Maruti,Vitara Brezza VDi Option,2017,40000,Diesel,Manual,1,1248,88.5,5,24.3
3049,Renault,Duster 85PS Diesel RxL,2016,36600,Diesel,Manual,1,1461,83.8,5,19.87
3050,Tata,Indica Vista Aqua 1.3 Quadrajet,2009,117000,Diesel,Manual,1,1248,75,5,18
3051,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,2016,16000,Diesel,Automatic,1,2987,254.8,7,11.3
3052,Hyundai,Xcent 1.2 CRDi S,2016,50000,Diesel,Manual,1,1186,73.97,5,25.4
3053,Hyundai,Verna CRDi SX ABS,2008,150000,Diesel,Manual,1,1493,110,5,18.1
3054,Hyundai,Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,1,1591,121.3,5,17.01
3055,Ford,Figo Petrol ZXI,2010,102016,Petrol,Manual,1,1196,70,5,15.6
3056,Maruti,Swift VDI Optional,2016,38000,Diesel,Manual,1,1248,74,5,25.2
3057,Renault,Pulse RxL,2013,71491,Diesel,Manual,1,1461,63.12,5,23.08
3058,Volkswagen,Polo 1.2 MPI Highline,2015,46354,Petrol,Manual,2,1198,74,5,16.47
3059,BMW,3 Series 320d Luxury Line,2019,87000,Diesel,Automatic,1,1995,190,5,22.69
3060,Skoda,Rapid 1.6 MPI Active,2015,20765,Petrol,Manual,1,1598,103.52,5,15
3061,Hyundai,Santro GS,2005,58000,Petrol,Manual,2,999,,5,0
3062,Audi,Q7 3.0 TDI Quattro Premium Plus,2014,51076,Diesel,Automatic,1,2967,241.4,7,12.07
3063,Maruti,Ciaz VDi Plus,2016,84085,Diesel,Manual,1,1248,88.5,5,26.21
3064,Honda,City i DTEC VX,2014,55000,Diesel,Manual,1,1498,98.6,5,25.1
3065,Mercedes-Benz,E-Class 2009-2013 E350 Petrol,2010,73000,Petrol,Automatic,1,3498,272,5,10.93
3066,Audi,A6 2011-2015 3.0 TDI Quattro Premium Plus,2012,50001,Diesel,Automatic,1,2967,241.38,5,14.57
3067,Mahindra,Xylo H4,2016,93166,Diesel,Manual,2,2179,118.3,7,14.02
3068,Honda,City 1.5 EXI AT,2006,99583,Petrol,Automatic,3,1493,100,5,12
3069,Maruti,SX4 ZXI MT BSIV,2010,72000,Petrol,Manual,1,1586,103.3,5,15.5
3070,Toyota,Corolla Altis G,2009,70000,Petrol,Manual,3,1798,138.1,5,14.53
3071,Volkswagen,Vento Petrol Highline AT,2012,61000,Petrol,Automatic,2,1598,103.6,5,14.4
3072,Hyundai,EON Era Plus,2015,66510,Petrol,Manual,1,814,55.2,5,21.1
3073,Skoda,Laura Ambition 2.0 TDI CR MT,2011,84062,Diesel,Manual,1,1968,108.5,5,20
3074,Maruti,Swift VDI,2012,80799,Diesel,Manual,1,1248,74,5,22.9
3075,Toyota,Corolla Altis 1.8 VL CVT,2018,5000,Petrol,Automatic,1,1798,138.03,5,14.28
3076,Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,92000,Diesel,Manual,1,2494,100,8,12.99
3077,Tata,Tiago Wizz 1.05 Revotorq,2017,53000,Diesel,Manual,1,1047,69,5,27.28
3078,Skoda,Rapid 1.6 MPI Ambition,2015,39822,Petrol,Manual,1,1598,103.52,5,15.41
3079,Ford,Endeavour 3.2 Titanium AT 4X4,2016,29000,Diesel,Automatic,1,3198,197,7,10.91
3080,Renault,KWID RXL,2017,24214,Petrol,Manual,2,799,53.3,5,25.17
3081,Hyundai,i20 1.4 Asta CRDi with AVN,2012,75000,Diesel,Manual,1,1396,90,5,23
3082,Skoda,Laura Ambiente,2012,77216,Diesel,Manual,2,1896,106,5,17.5
3083,Toyota,Corolla Altis Diesel D4DG,2013,74290,Diesel,Manual,1,1364,87.2,5,21.43
3084,Mahindra,Scorpio S8 8 Seater,2015,61000,Diesel,Manual,1,2179,120,8,15.4
3085,Audi,Q5 2.0 TDI Premium Plus,2013,44000,Diesel,Automatic,1,1968,174.3,5,14.16
3086,Chevrolet,Enjoy TCDi LS 8 Seater,2014,74041,Diesel,Manual,1,1248,73.8,8,18.2
3087,BMW,3 Series 320d,2013,85846,Diesel,Automatic,1,1995,190,5,22.69
3088,Nissan,Sunny 2011-2014 Diesel XV,2012,52000,Diesel,Manual,1,1461,84.8,5,21.64
3089,Honda,Accord 2.4 MT,2010,47000,Petrol,Manual,2,2354,177.6,5,12.8
3090,Hyundai,Verna CRDi,2010,72010,Diesel,Manual,1,1493,110,5,16.8
3091,Maruti,Omni E MPI STD BS IV,2015,15000,Petrol,Manual,1,796,34.2,8,16.8
3092,Honda,City i VTEC SV,2015,480000,Petrol,Manual,1,1497,117.3,5,17.4
3093,Audi,A7 2011-2015 Sportback,2012,24720,Diesel,Automatic,2,2967,241.4,5,0
3094,Ford,Fiesta 1.4 ZXi Leather,2007,75000,Petrol,Manual,2,1388,68,5,16.6
3095,Hyundai,i20 1.4 Asta,2015,57000,Diesel,Manual,1,1396,88.73,5,22.54
3096,Mercedes-Benz,E-Class E250 CDI Avantgrade,2015,41057,Diesel,Automatic,1,2143,201.1,5,13
3097,Maruti,Wagon R LXI CNG,2012,92000,CNG,Manual,2,998,58.2,5,26.2
3098,Ford,EcoSport 1.5 TDCi Trend Plus,2016,20000,Diesel,Manual,1,1498,98.59,5,22.77
3099,Hyundai,i20 1.2 Magna,2011,52359,Petrol,Manual,1,1197,80,5,18.5
3100,Honda,City i VTEC V,2016,17000,Petrol,Manual,2,1497,117.3,5,17.8
3101,Nissan,Micra Diesel XV,2011,39002,Diesel,Manual,1,1461,63.1,5,23.08
3102,Ford,Figo Diesel EXI,2010,129986,Diesel,Manual,2,1399,68,5,20
3103,Nissan,Micra XL,2013,45000,Petrol,Manual,1,1198,75,5,18.44
3104,Maruti,Swift VDI BSIV,2013,41300,Diesel,Manual,1,1248,,5,17.8
3105,Honda,Accord 2.4 MT,2009,82002,Petrol,Manual,2,2354,177.6,5,12.8
3106,Skoda,Superb Elegance 1.8 TSI AT,2010,67000,Petrol,Automatic,1,1798,157.75,5,13.7
3107,Maruti,Omni 8 Seater BSIV,2017,21260,Petrol,Manual,1,796,35,5,14
3108,Hyundai,i20 Magna Optional 1.4 CRDi,2012,55362,Diesel,Manual,1,1396,88.8,5,21.9
3109,Hyundai,Creta 1.6 CRDi AT SX Plus,2017,13000,Diesel,Automatic,1,1582,126.2,5,17.01
3110,Maruti,Swift VDI BSIV,2016,45725,Diesel,Manual,1,1248,74,5,25.2
3111,Maruti,Swift LDI BSIV,2014,105000,Diesel,Manual,1,1248,74,5,25.2
3112,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2009,156056,Diesel,Manual,1,2494,102,8,12.8
3113,Hyundai,Xcent 1.1 CRDi Base,2016,135000,Diesel,Manual,1,1120,71,5,24.4
3114,Maruti,Ertiga Paseo VDI,2016,67000,Diesel,Manual,1,1248,88.7,7,20.77
3115,Ford,Endeavour 3.2 Trend AT 4X4,2016,90000,Diesel,Automatic,1,3198,197.2,7,10.91
3116,Hyundai,i20 1.4 Sportz,2019,32251,Diesel,Manual,1,1396,88.73,5,22.54
3117,Maruti,Zen Estilo LXI BS IV,2009,47000,Petrol,Manual,1,998,67.1,5,19
3118,Maruti,Ritz VDi,2011,75308,Diesel,Manual,2,1248,73.9,5,21.1
3119,Maruti,Alto K10 LXI CNG Optional,2018,44202,CNG,Manual,1,998,58.2,4,32.26
3120,Honda,City 1.5 S MT,2014,58000,Petrol,Manual,1,1497,118,5,17
3121,Maruti,Swift Dzire ZXi,2009,60000,Petrol,Manual,1,1298,85.8,5,17.5
3122,BMW,X1 sDrive 20d Sportline,2014,45000,Diesel,Automatic,1,1995,184,5,17.05
3123,Tata,Manza Aqua Safire,2010,41195,Petrol,Manual,1,1368,90,5,15
3124,Mahindra,XUV500 W10 2WD,2016,89000,Diesel,Manual,1,2179,140,7,16
3125,Hyundai,i10 Sportz AT,2009,60510,Petrol,Automatic,2,1197,78.9,5,16.95
3126,Maruti,Baleno Sigma 1.2,2016,8500,Petrol,Manual,1,1197,83.1,5,21.4
3127,Maruti,Vitara Brezza ZDi Plus Dual Tone,2017,35981,Diesel,Manual,1,1248,88.5,5,24.3
3128,Ford,Figo Petrol ZXI,2012,23152,Petrol,Manual,1,1196,70.02,5,15.6
3129,Maruti,Wagon R CNG LXI,2014,74663,CNG,Manual,1,998,67.04,5,33.54
3130,Volkswagen,Vento Sport 1.2 TSI AT,2014,61529,Petrol,Automatic,1,1197,103.5,5,18.19
3131,Mahindra,Xylo D2 BS III,2010,91596,Diesel,Manual,1,2489,93.7,7,14.95
3132,Porsche,Cayenne Base,2019,14298,Petrol,Automatic,1,2995,340,5,13.33
3133,Maruti,Swift Dzire VDi,2013,83327,Diesel,Manual,1,1248,73.9,5,19.3
3134,Volkswagen,Polo 1.2 MPI Highline Plus,2017,22857,Petrol,Manual,1,1199,74,5,16.2
3135,Hyundai,Verna 1.6 VTVT,2013,34620,Petrol,Manual,2,1591,121.3,5,17.01
3136,Hyundai,i10 Era 1.1,2010,56000,Petrol,Manual,1,1086,68.05,5,19.81
3137,Mercedes-Benz,E-Class E250 CDI Launch Edition,2014,81000,Diesel,Automatic,1,2143,204,5,13
3138,Maruti,Zen LXI,1998,95150,Petrol,Manual,3,993,60,5,17.3
3139,Hyundai,i10 Sportz,2013,32776,Petrol,Manual,1,1197,78.9,5,20.36
3140,Honda,Amaze S i-Dtech,2016,51587,Diesel,Manual,1,1498,98.6,5,25.8
3141,Tata,Safari Storme VX,2016,36000,Diesel,Manual,1,2179,148,7,14.1
3142,Honda,Brio 1.2 S MT,2015,22000,Petrol,Manual,1,1198,86.8,5,18.5
3143,Hyundai,i20 Asta,2010,30754,Petrol,Manual,1,1197,80,5,17
3144,Volkswagen,Jetta 2012-2014 1.4 TSI,2018,37109,Petrol,Manual,1,1390,120.33,5,14.69
3145,Honda,Jazz Select Edition,2010,45000,Petrol,Manual,1,1198,88.8,5,16.7
3146,Hyundai,Grand i10 Sportz,2017,33284,Petrol,Manual,1,1197,82,5,18.9
3147,Jaguar,XF Diesel,2016,55115,Diesel,Automatic,1,2993,270.9,5,14.74
3148,Jaguar,XF 2.2 Litre Luxury,2014,18000,Diesel,Automatic,1,2179,187.7,5,16.36
3149,Mahindra,XUV500 W8 2WD,2013,130790,Diesel,Manual,1,2179,140,7,16
3150,Maruti,S Cross DDiS 320 Alpha,2015,16607,Diesel,Manual,1,1598,118,5,22.7
3151,Audi,A4 2.0 TDI 177 Bhp Premium Plus,2015,32205,Diesel,Automatic,1,1968,174.33,5,17.11
3152,Renault,Duster 110PS Diesel RxZ,2013,67000,Diesel,Manual,1,1461,108.45,5,19.01
3153,Maruti,Swift Dzire VXI,2014,57676,Petrol,Manual,1,1197,85.8,5,19.1
3154,Volkswagen,Polo Petrol Trendline 1.2L,2012,41000,Petrol,Manual,1,1198,73.9,5,16.47
